Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,No. Changed Names,No. Changed Tokens,Replaced Names,Attack Type,Query Times,Time Cost
94," 
  
  def is_equal_approx(x, y, epsilon=1e-6):
      """""" Returns True iff y is within relative or absolute 'epsilon' of x.
          By default, 'epsilon' is 1e-6.
      """"""
      if -epsilon <= x - y <= epsilon:
          return True
  
      if -epsilon <= x <= epsilon or -epsilon <= y <= epsilon:
          return False
  
      return (-epsilon <= (x - y) / x <= epsilon
          or -epsilon <= (x - y) / y <= epsilon)
    
  def read_syms(fd):
      return [c for c in fd.readline().strip()]
  
  def read_ints(fd):
      return [int(p) for p in fd.readline().strip().split()]
  
  def read_floats(fd):
      return [float(p) for p in fd.readline().strip().split()]
  
  class Mtrx(object):
      
      def __init__(self, readfunc):
          self.readfunc = readfunc
          
      def cell(self, r, c):
          return self.data[r * self.cols + c]
      
      def getrow(self, i):
          return [self.cell(i, c) for c in range(self.cols)]
  
      def getcol(self, i):
          return [self.cell(c, i) for c in range(self.rows)]
      
      def readfromfile(self, fd):
          self.data = []
          self.rows, self.cols = read_ints(fd)
          for _ in range(self.rows):
              line = self.readfunc(fd)
              assert len(line) == self.cols
              self.data.extend(line)
              
      def __str__(self):
          res = """"
          for i in xrange(self.rows):
              res += str(self.getrow(i)) + ""
""
          return res
               
  class IntMatrix(Mtrx):
      def __init__(self):
          super(IntMatrix, self).__init__(read_ints)
  
  class SymMatrix(Mtrx):
      def __init__(self):
          super(IntMatrix, self).__init__(read_syms)
  
  class memoizeit(object):
      def __init__(self, func):
          self.func = func
          self.cache = {}
          
      def __call__(self, *args):
          try:
              return self.cache[args]
          except KeyError:
              value = self.func(*args)
              self.cache[args] = value
              return value
          except TypeError:
              return self.func(*args)
      
      @property
      def __name__(self):
          return self.func.__name__
      
      def __get__(self, obj, objtype):
          return functools.partial(self.__call__, obj)
  
  class timeit(object):
      def __init__(self, func):
          self.func = func
      def __call__(self, *args):
          start = time.time()
          value = self.func(*args)
          delta = time.time() - start
          print self.func.__name__, ""{:7.3f}s, (res: {})"".format(delta, value)
          return value
      def __get__(self, obj, objtype):
          return functools.partial(self.__call__, obj)
  
",591,,47,47,47,-1,"x,y,epsilon,fd,c,p,self,readfunc,r,i,data,rows,cols,_,line,res",,0,0,,GA,3107,1.6419892112414043
95," 
  OEXT = "".out""
  IN_S = ""small.in""
  IN_L = ""large.in""
  CASE_PRFX = ""Case #%s: ""
  
  
  def avg(L):
      return 1.0*sum(L)/len(L)
  
  triplets = [[0,0,0], [0,0,1], [0,1,1], 
              [0,0,2], [0,2,2], [0,1,2],
              [10,10,9], [10,9,8], [10,9,9], [10, 10, 8],
              ]
  
  def analyze_sum(sm, tgt):
      av = 1.0 * sm / 3
      av_cls = av % 1
  
      if av_cls > 0.1:
          ns_max_val = math.ceil(av)
      else:
          ns_max_val = av 
      
      s_max_val = 0 
      if sm >= 2 and sm <= 28:
          if av_cls > 0.5:
              s_max_val = math.ceil(av) + 1
          elif av_cls > 0.1:
              s_max_val = math.ceil(av) 
          else:
              s_max_val = av + 1
      
      if ns_max_val >= tgt:
          res = [ns_max_val, None]
          kind = 1
      elif s_max_val < tgt:
          res = [None, None]
          kind = 0
      else:
          res = [None, s_max_val]
          kind = 2
          
      print sm, tgt, av, av_cls, ns_max_val, s_max_val, res, kind
      return res, kind
  
  def analyze_triplet(trip, tgt):
      sm = sum(trip)
      analyze_triplet(sm, tgt)
      
  
  def read_input(filename):
      data = []
      with open(filename, ""r"") as f:
          cases = int(f.readline())
          for _ in xrange(cases):
              case = f.readline().strip().split()
              case = [int(c) for c in case]
              data.append({""ngoog"": case[0], ""ssurp"": case[1], ""ptgt"": case[2],
                           ""trips"": case[3:]})
      return data
  
  def make_output(fname, output):
      fname = fname + OEXT
      with open(fname, ""w"") as f:
          restext = []
          for i, v in enumerate(output):
              restext.append(CASE_PRFX % (i+1,) + str(v) + ""
"")
          f.writelines(restext)
      
  def main(fname):
      data = read_input(fname)
      output = []
      for case in data:
          ansys = [analyze_sum(c, case[""ptgt""]) for c in case[""trips""]]
          non_surp_is_enough = len([k for _, k in ansys if k == 1])
          surp_needed = len([k for _, k in ansys if k == 2])
          if surp_needed >= case[""ssurp""]:
              res = non_surp_is_enough + case[""ssurp""]
          else:
              res = non_surp_is_enough + surp_needed
          output.append(res)
      print ""output:"", output
      make_output(fname, output)
       
  
  main(""examples.in"")
  main(""small.in"")
",570," 
  OEXT = "".out""
  IN_S = ""small.in""
  IN_L = ""large.in""
  CASE_PROINT = ""Case #%s: ""
  
  
  def avg(L):
      return 1.0*sum(L)/len(L)
  
  triplets = [[0,0,0], [0,0,1], [0,1,1], 
              [0,0,2], [0,2,2], [0,1,2],
              [10,10,9], [10,9,8], [10,9,9], [10, 10, 8],
              ]
  
  def analyze_sum(sm, tgt):
      Av = 1.0 * sm / 3
      av_cls = Av % 1
  
      if av_cls > 0.1:
          ns_maxpVal = math.ceil(Av)
      else:
          ns_maxpVal = Av 
      
      s_max2eval = 0 
      if sm >= 2 and sm <= 28:
          if av_cls > 0.5:
              s_max2eval = math.ceil(Av) + 1
          elif av_cls > 0.1:
              s_max2eval = math.ceil(Av) 
          else:
              s_max2eval = Av + 1
      
      if ns_maxpVal >= tgt:
          res = [ns_maxpVal, None]
          kind = 1
      elif s_max2eval < tgt:
          res = [None, None]
          kind = 0
      else:
          res = [None, s_max2eval]
          kind = 2
          
      print sm, tgt, Av, av_cls, ns_maxpVal, s_max2eval, res, kind
      return res, kind
  
  def analyze_triplet(trip, tgt):
      sm = sum(trip)
      analyze_triplet(sm, tgt)
      
  
  def read_input(rl):
      data = []
      with open(rl, ""r"") as f:
          cases = int(f.readline())
          for _ in xrange(cases):
              case = f.readline().strip().split()
              case = [int(c) for c in case]
              data.append({""ngoog"": case[0], ""ssurp"": case[1], ""ptgt"": case[2],
                           ""trips"": case[3:]})
      return data
  
  def make_output(fname, output):
      fname = fname + OEXT
      with open(fname, ""w"") as f:
          restext = []
          for i, v in enumerate(output):
              restext.append(CASE_PROINT % (i+1,) + str(v) + ""
"")
          f.writelines(restext)
      
  def main(fname):
      data = read_input(fname)
      output = []
      for case in data:
          ansys = [analyze_sum(c, case[""ptgt""]) for c in case[""trips""]]
          non_surp_is_enough = len([k for _, k in ansys if k == 1])
          surp_needed = len([k for _, k in ansys if k == 2])
          if surp_needed >= case[""ssurp""]:
              res = non_surp_is_enough + case[""ssurp""]
          else:
              res = non_surp_is_enough + surp_needed
          output.append(res)
      print ""output:"", output
      make_output(fname, output)
       
  
  main(""examples.in"")
  main(""small.in"")
",47,47,14,1,"OEXT,IN_S,IN_L,CASE_PRFX,L,triplets,sm,tgt,av,av_cls,ns_max_val,s_max_val,res,kind,trip,filename,data,cases,_,case,c","OEXT:0.0017737746238708496,IN_S:0.010456323623657227,IN_L:0.006837725639343262,CASE_PRFX:0.05552297830581665,L:-0.016552388668060303,triplets:0.0010489225387573242,sm:0.02168053388595581,tgt:-0.024334251880645752,av:0.032579123973846436,av_cls:0.019739747047424316,ns_max_val:0.035372376441955566,s_max_val:0.0562211275100708,res:0.021436989307403564,kind:0.017071664333343506,trip:0.004983723163604736,filename:0.0804634690284729,data:-0.022099018096923828,cases:-0.014000654220581055,_:0.0013881325721740723,case:-0.019144296646118164,c:-0.004466652870178223,",5,24,"filename:rl,s_max_val:s_max2eval,CASE_PRFX:CASE_PROINT,ns_max_val:ns_maxpVal,av:Av,",Greedy,143,0.03965380191802979
96,"directory = 'C:/users/hai/my projects/google code jam/2013/qualification/C/'
  
  
  def is_palindrome (n):
      l = list(str(n))
      return list(reversed(l)) == l
  
  def prepare ():
      global fair_and_squares
      fair_and_squares = []
      
      for i in range(1,10**7):
          if is_palindrome(i):
              sqr = i**2
              if is_palindrome(sqr):
                  fair_and_squares.append(sqr)
      return
  
          
  def solve (f_in, f_out):
      prepare()
      T = int(f_in.readline())
      for testcase in range(1,T+1):
          A,B = [int(x) for x in f_in.readline().split()]
          count = len([x for x in fair_and_squares if (x>=A and x<=B)])
          f_out.write('Case #' + str(testcase) + ': ' + str(count) + '
')
  
  
  
  def main_run():
      filenames = [x for x in os.listdir (directory)]
      filenames = [x for x in filenames if x.endswith('.in')]
      l1 = [(os.stat(directory+x).st_ctime, x) for x in filenames]
      chosen_filename =  sorted(l1)[-1][1][:-3]
  
      print ('Directory : ', directory)
      print ('Chosen Filename : ',chosen_filename)
      print()
      print ('Start : ', time.ctime())
      print()
      
      f_in = open(directory+chosen_filename+'.in')
      f_out = open(directory+chosen_filename+'.out', 'w')
      solve(f_in,f_out)
      f_in.close()
      f_out.close()
  
      print ()
      print ('End : ', time.ctime())
  
  
  main_run()
",329,,48,48,48,-1,"directory,n,l,fair_and_squares,i,sqr,f_in,f_out,T,testcase,A,B,x,count,filenames,l1,chosen_filename",,0,0,,GA,3371,1.6767656763394674
97,"directory = 'C:/users/hai/my projects/google code jam/2012/qualification/B/'
  
  
  def solve (f_in, f_out):
      T = int(f_in.readline())
      print ('Test cases : ',T)
      for i in range(1,T+1):
          line = f_in.readline()
          nnn = [int(x) for x in line.split()]
          S = nnn[1]
          p = nnn[2]
          t = nnn[3:]
          if p > 1:
              A = 0
              B = 0
              for t_i in t:
                  if t_i >=3*p-2:
                      A += 1
                  elif t_i >= 3*p-4:
                      B += 1
              result = A + min(B,S)
          if p == 1:
              result = len([x for x in t if x>=1])
          if p == 0:
              result=  len(t)
          f_out.write('Case #' + str(i) + ': ' + str(result) + '
')
  
  
  
  
  
  
  
  
  
  
  def main_run():
      filenames = [x for x in os.listdir (directory)]
      filenames = [x for x in filenames if x.endswith('.in')]
      l1 = [(os.stat(directory+x).st_ctime, x) for x in filenames]
      chosen_filename =  sorted(l1)[-1][1][:-3]
  
      print ('Directory : ', directory)
      print ('Chosen Filename : ',chosen_filename)
      print()
      f_in = open(directory+chosen_filename+'.in')
      f_out = open(directory+chosen_filename+'.out', 'w')
      solve(f_in,f_out)
      f_in.close()
      f_out.close()
  
  
  
  
  main_run()
",314,,48,48,48,-1,"directory,f_in,f_out,T,i,line,nnn,x,S,p,t,A,B,t_i,result,filenames,l1,chosen_filename",,0,0,,GA,3495,1.761623752117157
98," 
  def isPalindrome(n) :
      return str(n) == str(n)[::-1]
  
  def findPalindrome(n) :
      if n % 2 == 0 : return [start*(10**(n/2)) + int(str(start)[::-1]) for start in range(10**(n/2-1),10**(n/2))]
      if n == 1 : return range(1,10)
      return [start*(10**(n/2)) + int(str(start)[:-1][::-1]) for start in range(10**(n/2),10**((n+1)/2))]
  
  def findPalindromeInRange(a, b) :
      num = range(len(str(a)), len(str(b)) + 1)
      allPalindrome = []
      for n in num : allPalindrome += findPalindrome(n)
      return filter(lambda x : a <= x <= b, allPalindrome)
  
  f = open('C-small-attempt0.in', 'r')
  g = open('output', 'w')
  
  T = int(f.readline()[:-1])
  
  for case in range(T) :
      A, B = map(int, f.readline()[:-1].split())
      a = int(math.ceil(A**0.5))
      b = int(B**0.5)
      res = len(filter(lambda x : isPalindrome(x**2), findPalindromeInRange(a, b)))
      outString = 'Case #' + str(case+1) + ': ' + str(res) + '
'
      print outString[:-1]
      g.write(outString)
  
  f.close()
  g.close()
",364," 
  def isPalindrome(n) :
      return str(n) == str(n)[::-1]
  
  def findPalindrome(n) :
      if n % 2 == 0 : return [start*(10**(n/2)) + int(str(start)[::-1]) for start in range(10**(n/2-1),10**(n/2))]
      if n == 1 : return range(1,10)
      return [start*(10**(n/2)) + int(str(start)[:-1][::-1]) for start in range(10**(n/2),10**((n+1)/2))]
  
  def findPalindromeInRange(a, o) :
      node = range(len(str(a)), len(str(o)) + 1)
      allEllindome = []
      for n in node : allEllindome += findPalindrome(n)
      return filter(lambda x : a <= x <= o, allEllindome)
  
  uf = open('C-small-attempt0.in', 'r')
  j = open('output', 'w')
  
  T = int(uf.readline()[:-1])
  
  for exc in range(T) :
      API, GB = map(int, uf.readline()[:-1].split())
      a = int(math.ceil(API**0.5))
      o = int(GB**0.5)
      out = len(filter(lambda x : isPalindrome(x**2), findPalindromeInRange(a, o)))
      outputFile = 'Case #' + str(exc+1) + ': ' + str(out) + '
'
      print outputFile[:-1]
      j.write(outputFile)
  
  uf.close()
  j.close()
",49,49,17,1,"n,start,a,b,num,allPalindrome,f,g,T,case,A,B,res,outString","n:-0.05008959770202637,start:-0.05376112461090088,a:-0.026341617107391357,b:-0.03191274404525757,num:-0.017376720905303955,allPalindrome:-0.0032668709754943848,f:-0.005537211894989014,g:-0.03996014595031738,T:-0.05652201175689697,case:0.007430374622344971,A:-0.008663356304168701,B:0.0007189512252807617,res:-0.007894694805145264,outString:-0.016991734504699707,",10,28,"case:exc,B:GB,allPalindrome:allEllindome,f:uf,res:out,A:API,outString:outputFile,num:node,a:a,b:o,g:j,",Greedy,167,0.05409352779388428
99,"fin = open('B-small-attempt0.in', 'r')
  fout = open('B-output.txt', 'w')
  
  cases = int(fin.readline()[:-1])
  
  for case in range(cases) :
      line = map(int, fin.readline()[:-1].split(' '))
      N, S, p = line[:3]
      T = line[3:]
      okLimit = p + 2*max(p-1,0)
      okIfSLimit = p + 2*max(p-2,0)
      ok = len(filter(lambda x : x >= okLimit, T))
      okIfS = len(filter(lambda x : okLimit > x >= okIfSLimit, T))
      res = ok + min(okIfS, S)
      fout.write('Case #' + str(case+1) + ': ' + str(res) + '
')
      
  fin.close()
  fout.close()
",183,,49,49,49,-1,"fin,fout,cases,case,line,N,S,p,T,okLimit,okIfSLimit,ok,okIfS,res",,0,0,,GA,2709,1.3263776699701946
100," 
  
  def palindromes():
      for digits in count(1):
          for n in xrange(10**(digits-1), 10**digits):
              n = str(n)
              yield int(n + n[-2::-1])
          for n in xrange(10**(digits-1), 10**digits):
              n = str(n)
              yield int(n + n[::-1])
  
  def is_palindrome(n):
      n = str(n)
      return n == n[::-1]
  
  def solve(A, B):
      count = 0
      for n in palindromes():
          square = n**2
          if square > B:
              break
          if square >= A and is_palindrome(square):
              count += 1
      return count
  
  if __name__ == '__main__':
      with open(sys.argv[1], 'rU') as fin, open(sys.argv[2], 'w') as fout:
          T = int(fin.readline())
          for case in xrange(1, T+1):
  
              A, B = map(int,fin.readline().split())
              soln = solve(A, B)
  
              print >> fout, ""Case #{0}: {1}"".format(case, soln)
",249,,50,50,50,-1,"digits,n,A,B,count,square,T,case,soln",,0,0,,GA,1764,0.8766603827476501
101," 
  def solve(n, s, p, scores):
      count = 0
      for t in scores:
          if ceil(t/3) >= p:
              count += 1
          elif 2 <= t <= 28 and ceil((t+2)/3) >= p and s > 0:
              count += 1
              s -= 1
      return count
  
  if __name__ == '__main__':
      with open(sys.argv[1], 'rU') as fin, open(sys.argv[2], 'w') as fout:
          T = int(fin.readline())
          for case in range(1, T+1):
              line = map(int, fin.readline().split())
              n, s, p, *scores = line
              result = solve(n, s, p, scores)
              print(""Case #{0}: {1}"".format(case, result), file=fout)
",174,,50,50,50,-1,"n,s,p,scores,count,t,T,case,line,result",,0,0,,GA,1916,0.9550145665804545
102," 
  def solve(lower, upper, cache):
      counter = 0
      for item in cache:
          if item > upper:
              break
          if item < lower:
              continue
          counter += 1
      return counter
  
  def is_palindrome(test_int):
      str_arg = str(test_int)
      return str_arg == str_arg[::-1]
  
  def generate_cache():
      """""" Generates a list of 'fair and square' numbers between 1 and 10^100
  
      By observation of generating the first few of these numbers it became
      obvious that the 'roots' fitted a very specific pattern, they are either
      single digits and 1,2 or 3; multiple digits consisting of only 1s and 0s;
      multiple digits with a 2 at the beginning and end and 1s and 0s in the
      middle or an odd number of digits with a single 2 in the centre and 1s and
      0s elsewhere.
  
      This function therefore only looks at these numbers to build a list of all
      valid results. """"""
      cache = [9,]
      counter = 1
      if upper_bound is None:
          upper_bound = pow(2,25)
      while counter < upper_bound:
          binary_part = ""{0:b}"".format(counter)
          half_int = binary_part
          pal_int = int(half_int + half_int[:-1][::-1])
          pal_square = pal_int * pal_int
          if is_palindrome(pal_square):
              cache.append(pal_square)
          pal_int = int(half_int + half_int[::-1])
          pal_square = pal_int * pal_int
          if is_palindrome(pal_square):
              cache.append(pal_square)
          half_int = ""%s%s"" % (binary_part, 2)
          pal_int = int(half_int + half_int[:-1][::-1])
          pal_square = pal_int * pal_int
          if is_palindrome(pal_square):
              cache.append(pal_square)
          half_int = ""2%s"" % binary_part[1:]
          pal_int = int(half_int + half_int[:-1][::-1])
          pal_square = pal_int * pal_int
          if is_palindrome(pal_square):
              cache.append(pal_square)
          pal_int = int(half_int + half_int[::-1])
          pal_square = pal_int * pal_int
          if is_palindrome(pal_square):
              cache.append(pal_square)
          counter += 1
      return sorted(cache)
  
  
  def main():
      parser = OptionParser()
      parser.add_option(""-f"", ""--file"", dest=""filename"",
                        help=""read input from FILE"", metavar=""FILE"")
      parser.add_option(""-c"", ""--cache"", dest=""cache_filename"",
                        help=""read/write cache from/to CACHE_FILE"", metavar=""CACHE_FILE"")
      parser.add_option(""-g"", ""--generate-cache"", dest=""generate_cache"",
                        help=""generate the cache file"", action=""store_true"")
      cache = None
      (options, args) = parser.parse_args()
      if options.generate_cache:
          cache = generate_cache()
          if not options.cache_filename:
              output_file = open(options.cache_filename, ""w"")
              pickle.dump(cache, output_file)
              output_file.close()
      else:
          cache_file = open(options.cache_filename, ""r"")
          cache = pickle.load(cache_file)
          cache_file.close()
      if not options.filename:
          parser.error(""Must provide a filename."")
      input_file = open(options.filename, ""r"")
      total_cases = int(input_file.readline())
      case_number = 0
      while case_number < total_cases:
          case_number += 1
          lower,upper = input_file.readline().split()
          lower = int(lower)
          upper = int(upper)
          data_args = (lower, upper, cache)
          print ""Case #%d: %s"" % (case_number, solve(*data_args))
  
  if __name__ == ""__main__"":
      main()
",541," 
  def solve(lower, upper, function):
      counter = 0
      for item in function:
          if item > upper:
              break
          if item < lower:
              continue
          counter += 1
      return counter
  
  def is_palindrome(Test_arg):
      str_arg = str(Test_arg)
      return str_arg == str_arg[::-1]
  
  def generate_cache():
      """""" Generates a list of 'fair and square' numbers between 1 and 10^100
  
      By observation of generating the first few of these numbers it became
      obvious that the 'roots' fitted a very specific pattern, they are either
      single digits and 1,2 or 3; multiple digits consisting of only 1s and 0s;
      multiple digits with a 2 at the beginning and end and 1s and 0s in the
      middle or an odd number of digits with a single 2 in the centre and 1s and
      0s elsewhere.
  
      This function therefore only looks at these numbers to build a list of all
      valid results. """"""
      function = [9,]
      counter = 1
      if upper_bound is None:
          upper_bound = pow(2,25)
      while counter < upper_bound:
          binary_part = ""{0:b}"".format(counter)
          half_int = binary_part
          half_net = int(half_int + half_int[:-1][::-1])
          palJout = half_net * half_net
          if is_palindrome(palJout):
              function.append(palJout)
          half_net = int(half_int + half_int[::-1])
          palJout = half_net * half_net
          if is_palindrome(palJout):
              function.append(palJout)
          half_int = ""%s%s"" % (binary_part, 2)
          half_net = int(half_int + half_int[:-1][::-1])
          palJout = half_net * half_net
          if is_palindrome(palJout):
              function.append(palJout)
          half_int = ""2%s"" % binary_part[1:]
          half_net = int(half_int + half_int[:-1][::-1])
          palJout = half_net * half_net
          if is_palindrome(palJout):
              function.append(palJout)
          half_net = int(half_int + half_int[::-1])
          palJout = half_net * half_net
          if is_palindrome(palJout):
              function.append(palJout)
          counter += 1
      return sorted(function)
  
  
  def main():
      parser = OptionParser()
      parser.add_option(""-f"", ""--file"", dest=""filename"",
                        help=""read input from FILE"", metavar=""FILE"")
      parser.add_option(""-c"", ""--cache"", dest=""cache_filename"",
                        help=""read/write cache from/to CACHE_FILE"", metavar=""CACHE_FILE"")
      parser.add_option(""-g"", ""--generate-cache"", dest=""generate_cache"",
                        help=""generate the cache file"", action=""store_true"")
      function = None
      (options, args) = parser.parse_args()
      if options.generate_cache:
          function = generate_cache()
          if not options.cache_filename:
              output_file = open(options.cache_filename, ""w"")
              pickle.dump(function, output_file)
              output_file.close()
      else:
          cache_file = open(options.cache_filename, ""r"")
          function = pickle.load(cache_file)
          cache_file.close()
      if not options.filename:
          parser.error(""Must provide a filename."")
      input_file = open(options.filename, ""r"")
      total_cases = int(input_file.readline())
      case_number = 0
      while case_number < total_cases:
          case_number += 1
          lower,upper = input_file.readline().split()
          lower = int(lower)
          upper = int(upper)
          data_args = (lower, upper, function)
          print ""Case #%d: %s"" % (case_number, solve(*data_args))
  
  if __name__ == ""__main__"":
      main()
",51,51,54,1,"lower,upper,cache,counter,item,test_int,str_arg,upper_bound,binary_part,half_int,pal_int,pal_square,parser","lower:-0.015296608209609985,upper:-0.009701728820800781,cache:0.23735854029655457,counter:0.08129662275314331,item:0.07759827375411987,test_int:0.12172722816467285,str_arg:-0.030344516038894653,upper_bound:-0.01963585615158081,binary_part:0.011228740215301514,half_int:0.07582885026931763,pal_int:0.14416354894638062,pal_square:0.19093534350395203,parser:0.06331607699394226,",4,48,"cache:function,pal_square:palJout,pal_int:half_net,test_int:Test_arg,",Greedy,141,0.037148149808247884
103," 
  def solve(N,S,p,t):
      if p == 0:
          return N
      outright_wins = 0
      potential_surprises = 0
      win_cutoff = (p * 3) - 3
      surprise_cutoff = win_cutoff - 2
      for score in t:
          if score == 0:
              continue
          elif score > win_cutoff:
              outright_wins += 1
          elif score > surprise_cutoff:
              potential_surprises += 1
      if potential_surprises < S:
          return outright_wins + potential_surprises
      else:
          return outright_wins + S
  
  def parse_case(data_line):
      bits = data_line.split()
      N = int(bits[0])
      S = int(bits[1])
      p = int(bits[2])
      t = [int(x) for x in bits[3:]]
      return N,S,p,t
  
  def main():
      parser = OptionParser()
      parser.add_option(""-f"", ""--file"", dest=""filename"",
                        help=""read input from FILE"", metavar=""FILE"")
  
      (options, args) = parser.parse_args()
      if not options.filename:
          parser.error(""Must provide a filename."")
      input_file = open(options.filename, ""r"")
      total_cases = int(input_file.readline())
      case_number = 0
      while case_number < total_cases:
      	case_number += 1
      	data_args = parse_case(input_file.readline())
      	print ""Case #%d: %d"" % (case_number, solve(*data_args))
  
  if __name__ == ""__main__"":
  	main()
",259," 
  def solve(Net,out,path,format):
      if path == 0:
          return Net
      outright_wains = 0
      potential_genergeries = 0
      win_taildown = (path * 3) - 3
      surprise_cutoffs = win_taildown - 2
      for rank in format:
          if rank == 0:
              continue
          elif rank > win_taildown:
              outright_wains += 1
          elif rank > surprise_cutoffs:
              potential_genergeries += 1
      if potential_genergeries < out:
          return outright_wains + potential_genergeries
      else:
          return outright_wains + out
  
  def parse_case(case_line):
      stats = case_line.split()
      Net = int(stats[0])
      out = int(stats[1])
      path = int(stats[2])
      format = [int( X) for  X in stats[3:]]
      return Net,out,path,format
  
  def main():
      per = OptionParser()
      per.add_option(""-f"", ""--file"", dest=""filename"",
                        help=""read input from FILE"", metavar=""FILE"")
  
      (file, cli) = per.parse_args()
      if not file.filename:
          per.error(""Must provide a filename."")
      accept_string = open(file.filename, ""r"")
      total_cases = int(accept_string.readline())
      case_number = 0
      while case_number < total_cases:
      	case_number += 1
      	data_args = parse_case(accept_string.readline())
      	print ""Case #%d: %d"" % (case_number, solve(*data_args))
  
  if __name__ == ""__main__"":
  	main()
",51,51,52,1,"N,S,p,t,outright_wins,potential_surprises,win_cutoff,surprise_cutoff,score,data_line,bits,x,parser,options,args,input_file,total_cases,case_number,data_args","N:0.05585438013076782,S:0.009572416543960571,p:0.02209678292274475,t:0.014349281787872314,outright_wins:0.007050007581710815,potential_surprises:0.03306058049201965,win_cutoff:0.011606812477111816,surprise_cutoff:0.002379775047302246,score:0.017373502254486084,data_line:-0.00955769419670105,bits:-0.0018734931945800781,x:0.008707046508789062,parser:0.010032236576080322,options:0.020952582359313965,args:-0.0012414157390594482,input_file:0.0922003984451294,total_cases:-0.016971170902252197,case_number:0.19374153017997742,data_args:0.013303548097610474,",16,55,"case_number:case_number,input_file:accept_string,N:Net,potential_surprises:potential_genergeries,p:path,options:file,score:rank,t:format,data_args:data_args,win_cutoff:win_taildown,parser:per,S:out,x: X,outright_wins:outright_wains,surprise_cutoff:surprise_cutoffs,args:cli,bits:stats,data_line:case_line,",Greedy,245,0.08226722478866577
104," 
  
  def is_palindrome(x):
      candidate = list(str(x))
      while len(candidate) > 1:
          if candidate.pop(0) != candidate.pop():
              return False
      return True
  
  
  def square(x):
      return x * x
  
  
  def solve_case(ab, case_number):
      fs = 0
      root = int(math.sqrt(ab[0]))
      sq = square(root)
      if sq < ab[0]:
          root += 1
          sq = square(root)
  
      while sq <= ab[1]:
          if is_palindrome(root) and is_palindrome(sq):
              fs += 1
  
          root += 1
          sq = square(root)
  
      print ""Case #%d: %d"" % (case_number, fs)
  
  
  def main():
      r = sys.stdin
      if len(sys.argv) > 1:
          r = open(sys.argv[1], 'r')
  
      total_cases = r.readline()
      for case_number in range(1, int(total_cases) + 1):
          ab = map(int, r.readline().strip().split(' '))
          solve_case(ab, case_number)
  
  if __name__ == ""__main__"":
      main()
",228," 
  
  def is_palindrome(image):
      candidate = list(str(image))
      while len(candidate) > 1:
          if candidate.pop(0) != candidate.pop():
              return False
      return True
  
  
  def square(image):
      return image * image
  
  
  def solve_case(ab, case__numbered):
      sec = 0
      fixed = int(math.sqrt(ab[0]))
      sh = square(fixed)
      if sh < ab[0]:
          fixed += 1
          sh = square(fixed)
  
      while sh <= ab[1]:
          if is_palindrome(fixed) and is_palindrome(sh):
              sec += 1
  
          fixed += 1
          sh = square(fixed)
  
      print ""Case #%d: %d"" % (case__numbered, sec)
  
  
  def main():
      l = sys.stdin
      if len(sys.argv) > 1:
          l = open(sys.argv[1], 'r')
  
      Total_cs = l.readline()
      for case__numbered in range(1, int(Total_cs) + 1):
          ab = map(int, l.readline().strip().split(' '))
          solve_case(ab, case__numbered)
  
  if __name__ == ""__main__"":
      main()
",52,52,50,1,"x,candidate,ab,case_number,fs,root,sq,r,total_cases","x:0.011168181896209717,candidate:0.013183951377868652,ab:0.007143080234527588,case_number:0.03296351432800293,fs:0.007324039936065674,root:0.004893481731414795,sq:0.003941595554351807,r:0.07169514894485474,total_cases:0.0034905672073364258,",7,31,"r:l,case_number:case__numbered,candidate:candidate,x:image,fs:sec,ab:ab,root:fixed,sq:sh,total_cases:Total_cs,",Greedy,133,0.04370925426483154
